iso3c,n_amr_events,n_amr_first_events,health_expend_perc,migrant_pop_per_capita,population,ab_export_bin,english_spoken,human_consumption_ddd,livestock_pcu,ab_export_per_capita,ab_import_per_capita,livestock_consumption_kg_per_capita,livestock_consumption_kg_per_pcu,gdp_per_capita,tourism_outbound_per_capita,tourism_inbound_per_capita,pubcrawl_per_capita,promed_mentions_per_capita
NIC,NA,NA,7.96303225,0.006469626563937657,6223234,1,0,NA,2117078706,0.04113472191468294,0.17308637277659814,NA,NA,2049.8516660808996,NA,0.2339619561147789,4.194521612075008e-6,7.905857308274123e-5
NER,NA,NA,7.13803673,0.00946196323775678,20001663,1,0,NA,5055956478,4.2046503833206266e-5,0.002629681341996413,NA,NA,484.238632609296,NA,NA,5.886497477734726e-6,9.574203904945304e-5
NGA,NA,NA,3.58195019,0.006619917490945854,181137454,1,1,NA,6530623633,5.457181704673845e-5,0.14089639352002817,NA,NA,2687.480056432117,NA,0.03321786779668439,5.177547391165164e-6,8.710512183747487e-5
PRK,NA,NA,NA,0.001924171031636488,25183832,1,0,NA,NA,0.005685354000137866,0.10336639793340426,NA,NA,NA,NA,NA,2.3725624082943376e-6,1.2547733005842796e-5
MKD,NA,NA,6.34227896,0.06287106214246381,2079335,1,0,NA,NA,0.0312325815705502,1.3475173553083077,NA,NA,4843.492387346531,NA,NA,1.806735852087326e-5,9.618459747948262e-5
NOR,39,19,10.13146877,0.1429695870201771,5188607,1,0,5.924830436706543,967466114.6,0.11665173330722485,0.46618427643488897,0.0011371067417516878,6.098404802983061e-6,74355.51585756427,NA,NA,7.743990200067186e-5,1.9600636548499433e-4
OMN,NA,NA,4.3044014,0.43234838743845405,4267341,1,1,NA,115945588,1.210456581744932,0.7643874721987298,NA,NA,16033.463828319227,1.2710491146594565,0.61724619616759,1.675547502531436e-5,1.4763291707880856e-4
PAK,6,6,2.68711925,0.01819691844762829,199426953,1,1,7.0677900314331055,18478171162,0.004104695918409785,0.4669762366574392,NA,NA,1356.6678306576293,NA,NA,3.2654476358569244e-6,4.4417265904874954e-5
PLW,NA,NA,11.39383602,0.3206340220775545,17665,0,1,NA,NA,NA,0.045513727710161336,NA,NA,15876.46193037079,NA,NA,0,3.396546844041891e-4
PAN,NA,NA,6.8090291,0.04654415155386558,3968490,1,1,NA,1278286996,3.9108373713931495,0.8999770693639142,NA,NA,13630.322868395788,NA,0.6433177354610947,1.060542849547309e-5,5.1908912457887004e-5
PNG,6,2,1.81881714,0.00317991181794456,8107772,1,1,NA,215610962.8,1.2333844612305329e-7,0.0018205988032223895,NA,NA,2679.346579213241,NA,0.024544350778487604,1.1013587571283455e-5,4.538854817328361e-5
PRY,NA,NA,6.74699259,0.02339182860285022,6688746,1,0,NA,6230929379,0.0016466464715508707,1.2059737355851157,NA,NA,5413.7760206185885,0.7877410803161011,0.6132689146814665,1.2339442907534536e-5,1.7521968990899043e-4
PER,NA,NA,5.03110838,0.002982566323711414,30470739,1,0,3.3637797832489014,6202913618,0.008860763107845858,1.076304450640334,NA,NA,6229.100673981126,NA,0.14377728088577044,8.819242706913015e-6,7.403824370652776e-5
PHL,6,0,4.32136869,0.002074775715101923,102113206,1,1,2.2495124340057373,7000062931,0.008424855449157085,0.40903285320411936,NA,NA,3001.0431817086323,NA,NA,2.8963956140991205e-6,3.476533681647406e-5
POL,14,4,6.39785814,0.01630590959735813,37986412,1,0,9.2699079513549805,10617328482,0.03590144286330596,0.7072033020649594,0.019729028369407462,7.05860237130789e-5,12578.495473436238,1.1662064845713778,2.046600242212926,3.515675663181876e-5,4.217297490481596e-5
PRT,8,3,8.97663212,0.08083132427296344,10358076,1,0,9.2659244537353516,2112746488,3.6636305815867733,6.325355017669304,0.01255271731931683,6.154169501097284e-5,19250.106537685184,NA,NA,3.44461913679722e-5,1.283056814798424e-4
QAT,NA,NA,3.17197657,0.6577677584510786,2565708,1,1,NA,45650165,0.4990061222867138,0.021505954691648465,NA,NA,63039.112626124246,NA,NA,2.2229207294828564e-5,2.716599082982163e-4
ROU,NA,NA,4.94264841,0.011452735055019233,19815616,1,0,NA,3296714042,0.8999090414347957,2.423570834234979,0.01327503520455786,7.979248325718145e-5,8969.148921461941,0.6620031393422239,0.4708912405246448,1.8084771929371262e-5,6.091155581537309e-5
RUS,NA,NA,5.29560423,0.08080172733800534,144096870,1,0,6.2389521598815918,25839679382,0.019390691831127214,0.5136610809103626,NA,NA,9462.253159605549,0.23976926077575453,0.23407170468033067,3.8935796780318684e-5,1.5234890251259448e-4
RWA,NA,NA,6.86232901,0.03883564401860276,11369066,0,1,NA,367908192.4,NA,0.016450867643832835,NA,NA,751.0773926178853,NA,0.11416944892394855,2.992947461999077e-6,4.5386314056053504e-5
KNA,NA,NA,5.31862164,0.1453597375205062,51204,1,1,NA,2197291.149,0.9215881571752206,0.004843371611592844,NA,NA,18028.973430895145,NA,20.2327943129443,0,5.273025544879306e-4
LCA,NA,NA,4.60818338,0.07129419251832458,179131,0,1,NA,14262512.53,NA,0.006989298334738265,NA,NA,10093.618016361714,NA,5.755564363510503,0,5.247556257710837e-4
WSM,NA,NA,5.6747098,0.025471551857785126,193510,0,1,NA,28526625.455,NA,0.04721203038602656,NA,NA,4073.729164155186,NA,0.7183091313110433,NA,2.0670766368663117e-5
SMR,NA,NA,7.27498674,0.14177938082356478,33270,NA,0,NA,NA,NA,NA,NA,NA,42662.90265134626,NA,56.7478208596333,NA,3.0057108506161708e-5
STP,NA,NA,5.34009647,0.012003670295177975,199439,0,1,NA,8068578.471,NA,1.0804205797261317,NA,NA,1584.7756574378832,NA,NA,0,3.760548338088338e-4
SAU,NA,NA,5.99834013,0.3211441153506959,31717676,1,0,11.117453575134277,1726103626,0.009205151096190023,1.9244716100889612,NA,NA,20627.926928820383,0.7899065492692466,0.6883858703897473,2.141103534823926e-5,3.4999411684513075e-4
SEN,3,3,4.38257313,0.018056926490813495,14578450,0,0,NA,1741777875,NA,0.004527436044298262,NA,NA,1219.2494151330147,NA,0.0695547194660612,3.0800637982775944e-6,1.9130977573061608e-4
SRB,15,3,8.81929588,0.11379808531829783,7095383,1,0,10.637495994567871,NA,0.6299960129002198,1.2715629304295484,NA,NA,5588.980727685566,NA,NA,NA,5.834780166201035e-5
SYC,NA,NA,4.58823824,0.1369207548785579,93419,0,1,NA,1260026.234,NA,0.07356105289073957,NA,NA,14745.341462028817,NA,3.1685203224183516,0,0.0016698958455988611
SLE,NA,NA,20.41341209,0.012718092212268727,7171909,1,1,NA,217063538.8,4.433965907821753e-5,0.01241566227346164,NA,NA,588.2288627948151,NA,0.004322419595675294,1.600597875684145e-6,0.0012219898495644604
SGP,2,1,4.18069839,0.45955502816439814,5535002,1,1,5.6566071510314941,220702068.8,32.84979987360438,16.822496541103327,NA,NA,55646.6187469504,NA,2.7517605233024307,NA,1.8608846031130613e-4
SVK,NA,NA,6.79333973,0.03266897144640816,5423801,1,0,9.2411832809448242,540268300.8,1.5394040083697762,0.676091545394088,0.0025651752341208684,2.5752019837918282e-5,16317.5493554713,0.5120025605659204,3.973228368813679,2.5745158109598783e-5,5.365241091994341e-5
SVN,3,1,8.49823952,0.1143505961383667,2063531,1,0,6.2749266624450684,467612911.5,8.36389809506133,22.676436651545337,0.0032526770860239074,1.4353752505398901e-5,20890.16643041728,2.3789320344593805,NA,1.2164040608064526e-5,1.2890525996459468e-4
SLB,NA,NA,5.19329929,0.004285953512740971,603133,0,1,NA,11350691.94,NA,5.056927742305594e-4,NA,NA,2167.1199282907914,NA,NA,0,1.6911692777546577e-4
SOM,NA,NA,NA,0.0018330525518068734,13797204,0,1,NA,1016607451,NA,0.015185902882931934,NA,NA,293.4551718894082,NA,NA,6.632088482565018e-6,1.4597160410181656e-4
ZAF,26,12,8.20090294,0.05673798547797925,55386369,1,1,8.7426633834838867,16162956661,0.02698039295553027,0.6508957826789475,NA,NA,5734.633422075873,NA,0.25190313522809193,2.7191343830464853e-5,1.1804348467038885e-4
KOR,46,31,6.65271664,0.026018335371396153,51014947,1,1,10.941156387329102,5917564938,5.795496406180722,4.085544948228605,0.019672469717551603,1.695950970567955e-4,28732.231076259864,0.3785165159536479,0.25937496318480935,1.7755678046671302e-5,8.26228438500583e-5
SSD,NA,NA,NA,0.07690821010788233,10715657,0,1,NA,NA,NA,0.02979985268285463,NA,NA,1119.651437165654,NA,NA,NA,1.461412958626802e-4
ESP,62,26,9.12686825,0.12601946756961033,46444832,1,0,14.290908813476562,14029653971,9.224191854111993,7.2730677548795954,0.03793037726996192,1.2556760157032102e-4,25742.368834676592,0.37948247934237334,2.364827156657602,2.835525360496513e-5,1.0705173828597335e-4
LKA,NA,NA,3.88992047,0.0018457796852646639,20970000,1,1,3.8522536754608154,696059558.6,4.9737720553171195e-5,0.31408783977110155,NA,NA,3843.780671844421,NA,0.0950405340963281,2.349946793991416e-6,5.770147830233667e-5
VCT,NA,NA,4.08409452,0.041938883034773444,109135,0,1,NA,4505329.561,NA,2.4740000916296335e-4,NA,NA,6921.702478581573,NA,1.8967334035827186,0,5.681037247445824e-4
PSE,27,27,NA,0.059836415702518825,4270092,1,1,NA,NA,7.955332109940488e-4,0.6163909349025736,NA,NA,3272.1543236070793,NA,0.48102008106616906,1.90412492564563e-5,1.5620272350103933e-4
SDN,NA,NA,7.18615294,0.012941872682759158,38902948,0,1,NA,NA,NA,0.21570054279691092,NA,NA,1656.9058413537273,NA,NA,9.842481004267337e-6,8.557192118191146e-5
SUR,NA,NA,6.21926689,0.08376495163967264,559136,1,1,NA,61458966.34,3.0404051965890232e-5,0.01394294053682825,NA,NA,9168.237156640085,NA,0.4095604647169919,2.9507617824643734e-5,3.7200251817089223e-4
SWE,20,4,10.79714203,0.16733747068378946,9799186,1,0,4.8191709518432617,1712926429,0.09584673665751421,1.2274732819644407,0.001052230256676422,6.019522978590227e-6,51545.48360953216,NA,NA,8.01994368307735e-5,1.4378745336602447e-4
CHE,NA,NA,11.36931515,0.29444402320294755,8282396,1,1,5.1586756706237793,1435835693,167.84061967092615,44.49125591193659,0.0038661517754041224,2.23012982307858e-5,84776.1421659748,2.6666196593352938,NA,9.742156138151327e-5,2.3254140468531088e-4
SYR,NA,NA,NA,0.0486286055255392,17997411,0,1,NA,349993234.7,NA,0.8321738610070082,NA,NA,NA,NA,NA,7.574989547107637e-6,1.23962274351572e-4
TWN,45,35,NA,NA,NA,NA,0,8.690363883972168,58136765.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
TJK,NA,NA,6.9073596,0.032535886186203275,8454019,0,0,NA,765382082.3,NA,0.0049675781424196,NA,NA,978.4049811806053,NA,0.04897079128873498,5.194445541227196e-6,6.978929193322135e-5
TZA,3,3,3.64969921,0.005073982417140318,51482638,1,1,NA,5097629494,6.604168185787216e-7,0.03811486893892267,NA,NA,920.2830481473075,NA,0.022085115374235485,5.1601268412080984e-6,4.034369800552955e-5
THA,NA,NA,3.66789317,0.05694950727953142,68714519,1,0,7.0452852249145508,8297320690,0.31591428297708085,2.377977251066838,0.05372170326914462,4.4489795416115225e-4,5840.053066877977,NA,NA,4.592710642418962e-6,5.5330373483368195e-5
TLS,NA,NA,3.95390606,0.009056302213335518,1196294,NA,0,NA,69195774.1,NA,NA,NA,NA,1332.7917719222867,NA,NA,5.761851454575548e-6,2.7585192268790113e-5
TGO,NA,NA,6.24938154,0.03780388853885794,7323162,0,0,NA,283204585.3,NA,0.08814785197978688,NA,NA,570.9099671753077,NA,NA,1.2412347346678935e-5,7.892765447493856e-5
TON,NA,NA,4.57615185,0.056866441754316335,100780,NA,1,NA,11719578.39,NA,NA,NA,NA,4336.239602726543,NA,0.7203810279817424,0,1.5876165905933718e-4
TTO,5,5,6.03951168,0.036402127367674404,1370332,1,1,NA,302358346.4,0.0011442482551673608,0.050226514450512724,NA,NA,18214.460619355967,NA,0.3787403344590946,2.3408539711544354e-5,1.2478727782756297e-4
TUN,34,34,7.00741243,0.005071668024305294,11179951,1,0,18.026027679443359,957774440.3,0.041543294778304485,3.9144553495806913,NA,NA,3861.692400151548,NA,NA,1.2014127682670523e-5,2.562623038329953e-4
TUR,49,22,4.11690378,0.037755484050288265,78529413,1,0,18.456716537475586,13352117679,0.12829315303808522,2.2393185722654008,NA,NA,11006.279523964886,NA,0.5235490554348089,1.0399211663532999e-5,3.360524291707108e-5
TKM,NA,NA,6.29793644,0.035287693366177424,5565283,1,0,NA,985573175.6,3.5937076335561014e-7,0.09465304819179905,NA,NA,6432.685325384945,NA,NA,1.59355253290803e-5,1.0403783599144913e-4
TUV,NA,NA,16.69959259,0.012703847193440851,11099,NA,1,NA,445104.2184,NA,NA,NA,NA,3197.772251943932,NA,NA,NA,0.0018920623479592757
UGA,NA,NA,6.78750038,0.019606598714202086,38225447,1,1,NA,4052192983,8.353859145191945e-4,0.04552891166975758,NA,NA,843.6295453264811,NA,NA,7.949965079545048e-6,1.5052799774977125e-4
UKR,NA,NA,7.77607775,0.10707565542978262,45154036,1,0,NA,8296759026,0.2904901568488806,0.4967696796804609,NA,NA,2016.0093652469095,0.516808730010314,0.2884570495536656,1.193053676087781e-5,1.542497773620945e-4
ARE,NA,NA,3.58359146,0.8739303561218867,9262896,1,1,10.523001670837402,220255114.3,0.49875913537191824,3.546584135242369,NA,NA,38663.40050266051,NA,NA,2.588061152797138e-5,1.3796980987371553e-4
GBR,22,20,9.9043521899999991,0.13119803531590185,65116219,1,1,9.0387458801269531,11679902039,2.7262665542666107,4.155614148911195,0.0038114620875023472,2.1249150820895855e-5,45039.2359520486,1.0092723596251802,0.5546237259261014,1.0516129506843756e-4,2.528863047161875e-4
USA,132,99,16.71075249,0.1453739734558125,320738994,1,1,10.297452926635742,145486000000,2.9519018258191583,2.1761236365292085,0.020385787579043163,4.494258554087678e-5,56863.37149576518,0.40644886477382913,0.5504662772621903,1.3782885843933274e-4,2.848827292886003e-4
URY,9,2,9.00821114,0.021043003060070405,3412013,1,0,6.6124024391174316,6053075513,0.06493849818274432,2.0040046740736335,NA,NA,15613.74596818242,NA,0.9630678429419818,2.5410051743648106e-5,1.230944899682387e-4
UZB,NA,NA,4.9875989,0.03741022847448313,31298900,0,0,NA,3925235741,NA,0.16994258584167496,NA,NA,2615.0251344870044,0.1115374661729326,0.06128010888561579,8.99414586455115e-6,1.1629801686321245e-5
VUT,NA,NA,4.15773726,0.011754595615355109,271128,NA,1,NA,68741450.47,NA,NA,NA,NA,2695.666185979729,NA,1.058540615502641,0,2.729338172376147e-4
VEN,7,7,5.79743814,0.0466875898195944,30081827,1,0,8.0566320419311523,9444404555,0.007042324922618563,0.6851494757948046,NA,NA,NA,NA,0.02932002766986194,1.6988983009575846e-5,6.0967041662728796e-5
VNM,2,0,5.65262079,7.854476902930544e-4,92677082,1,1,9.4232902526855469,10910832325,0.022141601307645833,2.1700524623768365,NA,NA,2085.1013491073877,NA,0.08571698448598111,2.007172767912568e-6,8.104484774347989e-5
YEM,NA,NA,4.88250208,0.0129871139507344,26497881,1,0,NA,910411608.9,5.283441343856891e-7,0.09591842457138365,NA,NA,1601.8300628116224,NA,0.015020068963250307,3.258885053110473e-6,5.241928590440874e-5
ZMB,NA,NA,4.43510246,0.008055420334685821,15879370,1,1,NA,1724121486,1.0453815233223989e-5,0.06658746537173704,NA,NA,1338.2909270818805,NA,NA,5.320650622789191e-6,1.1694418607287317e-4
ZWE,NA,NA,7.45206642,0.028872698981269294,13814642,1,1,NA,2541477539,1.5773119564010417e-4,0.1054749011954128,NA,NA,1445.0697021319843,NA,0.14889998597140627,4.992650774446418e-6,2.598692025461101e-4
